frame,n_hydrophobic,n_polar,n_pos_charged,n_neg_charged,n_other,n_total,frac_hydrophobic
0,17,5,2,0,0,24,0.7083333333333334
1,15,5,2,0,0,22,0.6818181818181818
2,14,5,2,0,0,21,0.6666666666666666
3,13,5,3,0,0,21,0.6190476190476191
4,14,5,3,0,0,22,0.6363636363636364
5,14,5,3,0,0,22,0.6363636363636364
6,14,5,3,0,0,22,0.6363636363636364
7,15,5,3,0,0,23,0.6521739130434783
8,14,5,3,0,0,22,0.6363636363636364
9,13,5,3,0,0,21,0.6190476190476191
10,13,5,2,0,0,20,0.65
11,12,5,2,0,0,19,0.631578947368421
12,13,5,2,0,0,20,0.65
13,15,5,2,0,0,22,0.6818181818181818
14,14,5,3,0,0,22,0.6363636363636364
15,14,5,3,0,0,22,0.6363636363636364
16,16,5,2,0,0,23,0.6956521739130435
17,14,4,3,0,0,21,0.6666666666666666
18,14,5,2,0,0,21,0.6666666666666666
19,13,5,3,0,0,21,0.6190476190476191
20,15,5,3,0,0,23,0.6521739130434783
21,14,5,2,0,0,21,0.6666666666666666
22,14,5,3,0,0,22,0.6363636363636364
23,13,5,2,0,0,20,0.65
24,14,5,2,0,0,21,0.6666666666666666
25,15,4,2,0,0,21,0.7142857142857143
26,16,5,3,0,0,24,0.6666666666666666
27,16,5,1,0,0,22,0.7272727272727273
28,11,5,2,0,0,18,0.6111111111111112
29,16,5,3,0,0,24,0.6666666666666666
30,12,5,3,0,0,20,0.6
31,13,5,3,0,0,21,0.6190476190476191
32,13,5,3,0,0,21,0.6190476190476191
33,13,5,2,0,0,20,0.65
34,15,5,2,0,0,22,0.6818181818181818
35,15,5,2,0,0,22,0.6818181818181818
36,15,5,3,0,0,23,0.6521739130434783
37,17,5,2,0,0,24,0.7083333333333334
38,14,5,2,0,0,21,0.6666666666666666
39,14,5,3,0,0,22,0.6363636363636364
40,14,5,2,0,0,21,0.6666666666666666
41,12,5,2,0,0,19,0.631578947368421
42,12,5,3,0,0,20,0.6
43,13,5,3,0,0,21,0.6190476190476191
44,16,5,3,0,0,24,0.6666666666666666
45,14,5,3,0,0,22,0.6363636363636364
46,13,4,3,0,0,20,0.65
47,16,5,2,0,0,23,0.6956521739130435
48,13,5,3,0,0,21,0.6190476190476191
49,13,5,2,0,0,20,0.65
50,14,5,2,0,0,21,0.6666666666666666
51,14,5,3,0,0,22,0.6363636363636364
52,15,5,3,0,0,23,0.6521739130434783
53,13,5,3,0,0,21,0.6190476190476191
54,15,5,2,0,0,22,0.6818181818181818
55,15,4,3,0,0,22,0.6818181818181818
56,14,5,2,0,0,21,0.6666666666666666
57,15,5,3,0,0,23,0.6521739130434783
58,14,5,3,0,0,22,0.6363636363636364
59,14,4,3,0,0,21,0.6666666666666666
60,15,5,2,0,0,22,0.6818181818181818
61,13,5,3,0,0,21,0.6190476190476191
62,16,4,3,0,0,23,0.6956521739130435
63,16,5,2,0,0,23,0.6956521739130435
64,14,5,3,0,0,22,0.6363636363636364
65,14,5,2,0,0,21,0.6666666666666666
66,9,5,2,0,0,16,0.5625
67,12,5,2,0,0,19,0.631578947368421
68,13,4,2,0,0,19,0.6842105263157895
69,12,5,3,0,0,20,0.6
70,12,5,3,0,0,20,0.6
71,14,5,3,0,0,22,0.6363636363636364
72,13,5,3,0,0,21,0.6190476190476191
73,13,5,3,0,0,21,0.6190476190476191
74,13,5,3,0,0,21,0.6190476190476191
75,15,5,2,0,0,22,0.6818181818181818
76,14,4,3,0,0,21,0.6666666666666666
77,10,5,3,0,0,18,0.5555555555555556
78,14,6,2,0,0,22,0.6363636363636364
79,13,4,3,0,0,20,0.65
80,15,5,3,0,0,23,0.6521739130434783
81,14,5,3,0,0,22,0.6363636363636364
82,14,5,2,0,0,21,0.6666666666666666
83,13,5,3,0,0,21,0.6190476190476191
84,15,5,3,0,0,23,0.6521739130434783
85,15,5,3,0,0,23,0.6521739130434783
86,16,5,3,0,0,24,0.6666666666666666
87,15,5,3,0,0,23,0.6521739130434783
88,15,5,2,0,0,22,0.6818181818181818
89,16,5,3,0,0,24,0.6666666666666666
90,16,5,3,0,0,24,0.6666666666666666
91,15,5,3,0,0,23,0.6521739130434783
92,14,5,3,0,0,22,0.6363636363636364
93,14,5,3,0,0,22,0.6363636363636364
94,14,5,3,0,0,22,0.6363636363636364
95,14,5,2,0,0,21,0.6666666666666666
96,12,5,2,0,0,19,0.631578947368421
97,15,5,3,0,0,23,0.6521739130434783
98,14,5,3,0,0,22,0.6363636363636364
99,13,5,3,0,0,21,0.6190476190476191
100,15,5,3,0,0,23,0.6521739130434783
101,15,5,2,0,0,22,0.6818181818181818
102,16,5,2,0,0,23,0.6956521739130435
103,15,5,3,0,0,23,0.6521739130434783
104,15,5,3,0,0,23,0.6521739130434783
105,13,5,3,0,0,21,0.6190476190476191
106,14,5,3,0,0,22,0.6363636363636364
107,15,5,2,0,0,22,0.6818181818181818
108,14,5,2,0,0,21,0.6666666666666666
109,14,5,3,0,0,22,0.6363636363636364
110,13,5,2,0,0,20,0.65
111,14,5,2,0,0,21,0.6666666666666666
112,14,5,2,0,0,21,0.6666666666666666
113,14,5,2,0,0,21,0.6666666666666666
114,15,5,3,0,0,23,0.6521739130434783
115,12,5,3,0,0,20,0.6
116,13,5,1,0,0,19,0.6842105263157895
117,16,5,3,0,0,24,0.6666666666666666
118,14,5,3,0,0,22,0.6363636363636364
119,13,5,3,0,0,21,0.6190476190476191
120,14,5,3,0,0,22,0.6363636363636364
121,13,5,2,0,0,20,0.65
122,15,5,2,0,0,22,0.6818181818181818
123,13,4,3,0,0,20,0.65
124,12,5,3,0,0,20,0.6
125,15,5,3,0,0,23,0.6521739130434783
126,16,5,3,0,0,24,0.6666666666666666
127,15,5,3,0,0,23,0.6521739130434783
128,12,5,2,0,0,19,0.631578947368421
129,14,5,2,0,0,21,0.6666666666666666
130,12,5,3,0,0,20,0.6
131,13,5,2,0,0,20,0.65
132,15,5,2,0,0,22,0.6818181818181818
133,14,5,3,0,0,22,0.6363636363636364
134,11,5,1,0,0,17,0.6470588235294118
135,11,5,3,0,0,19,0.5789473684210527
136,14,5,2,0,0,21,0.6666666666666666
137,14,5,3,0,0,22,0.6363636363636364
138,13,5,2,0,0,20,0.65
139,13,5,3,0,0,21,0.6190476190476191
140,15,5,3,0,0,23,0.6521739130434783
141,12,5,1,0,0,18,0.6666666666666666
142,14,5,3,0,0,22,0.6363636363636364
143,12,5,2,0,0,19,0.631578947368421
144,13,5,3,0,0,21,0.6190476190476191
145,15,5,3,0,0,23,0.6521739130434783
146,15,5,3,0,0,23,0.6521739130434783
147,13,5,3,0,0,21,0.6190476190476191
148,15,5,3,0,0,23,0.6521739130434783
149,14,5,3,0,0,22,0.6363636363636364
150,14,5,3,0,0,22,0.6363636363636364
151,13,5,2,0,0,20,0.65
152,13,5,3,0,0,21,0.6190476190476191
153,13,5,3,0,0,21,0.6190476190476191
154,14,5,3,0,0,22,0.6363636363636364
155,14,5,3,0,0,22,0.6363636363636364
156,14,5,3,0,0,22,0.6363636363636364
157,12,5,3,0,0,20,0.6
158,14,5,3,0,0,22,0.6363636363636364
159,13,5,3,0,0,21,0.6190476190476191
160,13,5,2,0,0,20,0.65
161,12,5,3,0,0,20,0.6
162,12,5,3,0,0,20,0.6
163,14,5,3,0,0,22,0.6363636363636364
164,14,5,3,0,0,22,0.6363636363636364
165,13,5,3,0,0,21,0.6190476190476191
166,16,5,3,0,0,24,0.6666666666666666
167,14,5,2,0,0,21,0.6666666666666666
168,15,5,1,0,0,21,0.7142857142857143
169,14,5,3,0,0,22,0.6363636363636364
170,14,5,3,0,0,22,0.6363636363636364
171,13,5,3,0,0,21,0.6190476190476191
172,14,5,3,0,0,22,0.6363636363636364
173,15,5,3,0,0,23,0.6521739130434783
174,15,5,2,0,0,22,0.6818181818181818
175,14,5,3,0,0,22,0.6363636363636364
176,13,5,2,0,0,20,0.65
177,14,5,2,0,0,21,0.6666666666666666
178,15,5,2,0,0,22,0.6818181818181818
179,14,5,3,0,0,22,0.6363636363636364
180,14,5,3,0,0,22,0.6363636363636364
181,13,5,3,0,0,21,0.6190476190476191
182,12,5,3,0,0,20,0.6
183,12,5,3,0,0,20,0.6
184,16,5,3,0,0,24,0.6666666666666666
185,13,5,3,0,0,21,0.6190476190476191
186,13,5,3,0,0,21,0.6190476190476191
187,12,4,3,0,0,19,0.631578947368421
188,14,5,2,0,0,21,0.6666666666666666
189,12,5,2,0,0,19,0.631578947368421
190,13,5,3,0,0,21,0.6190476190476191
191,12,5,3,0,0,20,0.6
192,13,5,3,0,0,21,0.6190476190476191
193,15,5,2,0,0,22,0.6818181818181818
194,12,5,2,0,0,19,0.631578947368421
195,13,5,2,0,0,20,0.65
196,12,5,3,0,0,20,0.6
197,13,5,2,0,0,20,0.65
198,14,5,3,0,0,22,0.6363636363636364
199,13,5,3,0,0,21,0.6190476190476191
200,14,5,3,0,0,22,0.6363636363636364
201,13,5,3,0,0,21,0.6190476190476191
202,12,5,3,0,0,20,0.6
203,14,5,3,0,0,22,0.6363636363636364
204,13,5,2,0,0,20,0.65
205,11,5,3,0,0,19,0.5789473684210527
206,13,5,3,0,0,21,0.6190476190476191
207,13,5,3,0,0,21,0.6190476190476191
208,12,5,3,0,0,20,0.6
209,13,5,2,0,0,20,0.65
210,13,5,3,0,0,21,0.6190476190476191
211,12,5,3,0,0,20,0.6
212,14,5,3,0,0,22,0.6363636363636364
213,15,5,3,0,0,23,0.6521739130434783
214,13,5,3,0,0,21,0.6190476190476191
215,11,5,3,0,0,19,0.5789473684210527
216,11,5,2,0,0,18,0.6111111111111112
217,12,5,3,0,0,20,0.6
218,14,5,2,0,0,21,0.6666666666666666
219,15,5,2,0,0,22,0.6818181818181818
220,14,4,3,0,0,21,0.6666666666666666
221,14,4,3,0,0,21,0.6666666666666666
222,12,5,3,0,0,20,0.6
223,14,5,2,0,0,21,0.6666666666666666
224,13,5,3,0,0,21,0.6190476190476191
225,12,4,3,0,0,19,0.631578947368421
226,13,5,3,0,0,21,0.6190476190476191
227,11,6,3,0,0,20,0.55
228,13,4,3,0,0,20,0.65
229,12,4,3,0,0,19,0.631578947368421
230,14,5,3,0,0,22,0.6363636363636364
231,12,5,3,0,0,20,0.6
232,14,5,3,0,0,22,0.6363636363636364
233,13,5,3,0,0,21,0.6190476190476191
234,14,5,2,0,0,21,0.6666666666666666
235,13,5,2,0,0,20,0.65
236,14,5,3,0,0,22,0.6363636363636364
237,15,5,3,0,0,23,0.6521739130434783
238,14,5,3,0,0,22,0.6363636363636364
239,14,5,3,0,0,22,0.6363636363636364
240,13,5,3,0,0,21,0.6190476190476191
241,13,5,2,0,0,20,0.65
242,12,4,3,0,0,19,0.631578947368421
243,14,4,3,0,0,21,0.6666666666666666
244,15,5,2,0,0,22,0.6818181818181818
245,12,4,3,0,0,19,0.631578947368421
246,15,5,3,0,0,23,0.6521739130434783
247,14,5,3,0,0,22,0.6363636363636364
248,13,5,3,0,0,21,0.6190476190476191
249,12,5,2,0,0,19,0.631578947368421
250,14,4,2,0,0,20,0.7
251,12,5,2,0,0,19,0.631578947368421
