seq_id,ligand_region,n_frames,window_start_ns,window_end_ns,gate_bridge_occupancy,latch_bridge_occupancy,co_occurrence_occupancy,triple_bridge_occupancy,mean_n_triple_bridge_waters,first_appearance_ns,n_runs,n_distinct_waters,mean_run_duration_ns,median_run_duration_ns,seq_type
bind_019_binder,core,667,0.0,250.0,0.5742,0.0975,0.09,0.081,0.09,0.375,31,24,0.6532,0.375,Binder
bind_020_binder,core,667,0.0,250.0,0.4783,0.2204,0.1709,0.096,0.1004,1.875,49,62,0.4898,0.375,Binder
bind_022_binder,core,667,0.0,250.0,0.5412,0.8471,0.4648,0.3223,0.3388,0.0,131,138,0.6155,0.375,Binder
bind_034_binder,core,667,0.0,250.0,0.3973,0.6357,0.3778,0.3343,0.3403,0.0,70,69,1.1946,0.75,Binder
bind_041_binder,core,667,0.0,250.0,0.6417,0.4183,0.2939,0.2309,0.2624,4.5,74,122,0.7804,0.375,Binder
bind_043_binder,core,667,0.0,250.0,0.6282,0.6057,0.4843,0.4168,0.4663,27.375,20,73,5.2125,0.375,Binder
bind_069_binder,core,667,0.0,250.0,0.1754,0.1379,0.0945,0.087,0.096,1.125,44,56,0.4943,0.375,Binder
bind_076_binder,core,667,0.0,250.0,0.3058,0.5397,0.1469,0.1334,0.1439,1.875,43,36,0.7762,0.375,Binder
bind_080_binder,core,667,0.0,250.0,0.3673,0.4768,0.3613,0.3613,0.4048,54.375,18,20,5.0208,0.375,Binder
bind_083_binder,core,667,0.0,250.0,0.4513,0.7826,0.4318,0.3913,0.4588,1.5,82,104,1.1936,0.375,Binder
bind_088_binder,core,667,0.0,250.0,0.0915,0.8891,0.0885,0.0495,0.0525,0.0,24,24,0.5156,0.375,Binder
bind_099_binder,core,667,0.0,250.0,0.6582,0.6942,0.5967,0.5787,0.5817,1.5,24,21,6.0312,0.75,Binder
bind_100_binder,core,667,0.0,250.0,0.5172,0.8936,0.4648,0.2144,0.2354,0.0,51,87,1.0515,0.375,Binder
bind_101_binder,core,667,0.0,250.0,0.2249,0.8711,0.1619,0.1169,0.1184,2.25,55,53,0.5318,0.375,Binder
bind_102_binder,core,667,0.0,250.0,0.5682,0.8156,0.4678,0.2009,0.2249,0.0,87,118,0.5776,0.375,Binder
bind_110_binder,core,667,0.0,250.0,0.2309,0.934,0.2279,0.1439,0.1529,2.625,62,66,0.5806,0.375,Binder
pair_3061_binder,core,667,0.0,250.0,0.5217,0.4993,0.4033,0.3853,0.3928,8.25,48,38,2.0078,1.125,Binder
pair_3062_binder,core,667,0.0,250.0,0.5112,0.5922,0.4048,0.3613,0.4138,10.125,39,94,2.3173,0.75,Binder
pair_3063_binder,core,667,0.0,250.0,0.8651,0.8576,0.7481,0.4003,0.5202,4.5,117,254,0.8558,0.375,Binder
pair_3066_binder,core,667,0.0,250.0,0.7226,0.7946,0.6597,0.5832,0.7136,0.375,110,320,1.3261,0.75,Binder
pair_3067_binder,core,667,0.0,250.0,0.6672,0.8681,0.5742,0.3343,0.3643,2.625,150,230,0.5575,0.375,Binder
pair_3068_binder,core,667,0.0,250.0,0.6207,0.8051,0.5247,0.3508,0.3958,0.375,122,236,0.7193,0.375,Binder
pair_3069_binder,core,667,0.0,250.0,0.2744,0.964,0.2714,0.1649,0.1724,0.375,75,84,0.55,0.375,Binder
pair_3070_binder,core,667,0.0,250.0,0.7421,0.5907,0.5097,0.4528,0.5427,3.75,72,97,1.5729,0.75,Binder
pair_3071_binder,core,667,0.0,250.0,0.3808,0.3553,0.2624,0.2429,0.2744,0.375,64,106,0.9492,0.375,Binder
pair_3072_binder,core,667,0.0,250.0,0.7436,0.8831,0.6777,0.4513,0.4978,6.75,152,298,0.7426,0.375,Binder
pair_3073_binder,core,667,0.0,250.0,0.6207,0.7151,0.4798,0.2234,0.2369,0.0,94,148,0.5944,0.375,Binder
pair_3074_binder,core,667,0.0,250.0,0.7226,0.7061,0.5052,0.1289,0.1319,2.25,71,88,0.4542,0.375,Binder
pair_3075_binder,core,667,0.0,250.0,0.6342,0.6132,0.5082,0.4408,0.5142,0.375,52,132,2.1202,0.375,Binder
pair_3076_binder,core,667,0.0,250.0,0.6747,0.8531,0.6102,0.3433,0.3793,0.75,101,220,0.8502,0.375,Binder
pair_3077_binder,core,667,0.0,250.0,0.6132,0.6912,0.5292,0.4768,0.5247,5.25,83,169,1.4367,0.75,Binder
pair_3078_binder,core,667,0.0,250.0,0.2504,0.1844,0.1064,0.09,0.1079,1.125,35,35,0.6429,0.375,Binder
pair_3079_binder,core,667,0.0,250.0,0.8126,0.7901,0.6432,0.5142,0.5652,0.375,151,272,0.8518,0.375,Binder
pair_3080_binder,core,667,0.0,250.0,0.2819,0.8336,0.2354,0.1394,0.1529,1.5,59,95,0.5911,0.375,Binder
pair_3085_binder,core,667,0.0,250.0,0.8546,0.949,0.8366,0.7751,0.8606,2.625,57,161,3.4013,0.75,Binder
pair_3086_binder,core,667,0.0,250.0,0.4843,0.1274,0.1229,0.1199,0.1454,0.375,13,13,2.3077,0.375,Binder
pair_3087_binder,core,667,0.0,250.0,0.5907,0.91,0.5502,0.3418,0.3658,5.625,88,214,0.9716,0.375,Binder
pair_3088_binder,core,667,0.0,250.0,0.5397,0.4528,0.3973,0.3493,0.4093,127.125,38,123,2.2993,0.75,Binder
pair_3091_binder,core,667,0.0,250.0,0.7856,0.8771,0.7331,0.6252,0.7556,3.0,119,366,1.3141,0.75,Binder
pair_3092_binder,core,667,0.0,250.0,0.8051,0.8936,0.7556,0.6972,0.9235,0.0,76,195,2.2944,0.75,Binder
