seq_id,seq_type,hydration_count_pocket_3A_mean,hydration_count_pocket_3A_std,hydration_count_pocket_3A_min,hydration_count_pocket_3A_max,hydration_count_pocket_3A_early20_mean,hydration_count_pocket_3A_late20_mean,hydration_count_pocket_3A_drift20,hydration_count_pocket_3A_slope,hydration_count_pocket_3A_slope_per_ns,hydration_count_pocket_4A_mean,hydration_count_pocket_4A_std,hydration_count_pocket_4A_min,hydration_count_pocket_4A_max,hydration_count_pocket_4A_early20_mean,hydration_count_pocket_4A_late20_mean,hydration_count_pocket_4A_drift20,hydration_count_pocket_4A_slope,hydration_count_pocket_4A_slope_per_ns,hydration_count_pocket_5A_mean,hydration_count_pocket_5A_std,hydration_count_pocket_5A_min,hydration_count_pocket_5A_max,hydration_count_pocket_5A_early20_mean,hydration_count_pocket_5A_late20_mean,hydration_count_pocket_5A_drift20,hydration_count_pocket_5A_slope,hydration_count_pocket_5A_slope_per_ns,hydration_count_pocket_6A_mean,hydration_count_pocket_6A_std,hydration_count_pocket_6A_min,hydration_count_pocket_6A_max,hydration_count_pocket_6A_early20_mean,hydration_count_pocket_6A_late20_mean,hydration_count_pocket_6A_drift20,hydration_count_pocket_6A_slope,hydration_count_pocket_6A_slope_per_ns,hydration_count_pocket_8A_mean,hydration_count_pocket_8A_std,hydration_count_pocket_8A_min,hydration_count_pocket_8A_max,hydration_count_pocket_8A_early20_mean,hydration_count_pocket_8A_late20_mean,hydration_count_pocket_8A_drift20,hydration_count_pocket_8A_slope,hydration_count_pocket_8A_slope_per_ns,n_frames
seq16_binder,Binder,14.425,1.986045064946916,8.0,20.0,15.09375,14.5,-0.59375,-0.9894409937888194,-0.01659439821868041,56.125,5.235396355578057,44.0,70.0,57.5625,58.25,0.6875,1.4385093167701861,0.02412594241962577,98.46875,5.822286787637655,82.0,116.0,100.9375,100.0,-0.9375,-1.2440217391304322,-0.020864096253759915,149.44375,7.89679276272969,134.0,172.0,150.59375,154.375,3.78125,3.427872670807454,0.05749052697370992,320.625,11.052573229795856,294.0,358.0,320.9375,327.15625,6.21875,6.5096273291925435,0.10917613969295675,160
seq14_binder,Binder,19.65,2.883574171059243,13.0,27.0,20.65625,18.90625,-1.75,-2.3659937888198757,-0.03968123754834173,74.33125,5.424161081448448,61.0,89.0,74.5,71.71875,-2.78125,-1.4965062111801233,-0.025098636665494747,122.0,5.895973202110064,104.0,140.0,121.1875,120.03125,-1.15625,0.6093167701863357,0.01021914918551506,178.69375,7.121268211316015,161.0,200.0,175.75,177.40625,1.65625,4.030201863354037,0.06759248408140944,364.15625,10.85446156829071,337.0,394.0,361.59375,361.6875,0.09375,3.5969720496894353,0.060326575256845975,160
seq10_binder,Binder,17.05625,2.505610891080257,10.0,24.0,17.0,16.9375,-0.0625,-0.1404503105590062,-0.0023555607640923485,61.8375,4.786553431227944,50.0,73.0,59.625,62.59375,2.96875,4.641149068322978,0.0778389780850814,104.14375,6.157157293548703,89.0,120.0,101.09375,106.21875,5.125,5.865605590062108,0.09837493652095783,155.69375,7.6354411095561465,135.0,174.0,150.5,159.21875,8.71875,10.380978260869563,0.17410445720535958,332.7875,11.198430414571499,303.0,359.0,325.6875,333.15625,7.46875,7.440838509316773,0.12479393726317434,160
seq17_binder,Binder,13.275,1.9778460506318483,9.0,19.0,13.78125,12.75,-1.03125,-1.1464285714285711,-0.01922731356693621,50.99375,4.740117186051417,40.0,63.0,51.15625,48.78125,-2.375,-4.307375776397514,-0.07224110316809253,90.1,5.001499775067474,77.0,105.0,91.21875,88.75,-2.46875,-3.7872670807453415,-0.06351810617602249,140.84375,6.515891031739251,126.0,158.0,141.71875,141.71875,0.0,-0.5578416149068316,-0.009355834212273918,314.34375,9.695389932204893,293.0,336.0,314.34375,316.5,2.15625,2.0680900621117995,0.034684948630805894,160
seq39_binder,Binder,15.13125,2.537523091027942,9.0,22.0,15.65625,14.1875,-1.46875,-2.411413043478259,-0.04044298605414275,57.64375,5.073641289793752,44.0,74.0,57.9375,55.71875,-2.21875,-4.270108695652173,-0.07161607875307628,100.1125,5.317409496173865,87.0,113.0,98.96875,98.78125,-0.1875,-3.3652173913043466,-0.0564397046759639,151.1125,8.002333644006603,131.0,174.0,147.25,151.78125,4.53125,0.5347826086956514,0.008969100355482651,331.1125,11.456977950140255,302.0,363.0,323.75,335.0,11.25,8.002173913043471,0.13420836751435608,160
seq42_binder,Binder,18.33125,2.4538792630241613,12.0,25.0,17.875,18.40625,0.53125,0.2191770186335404,0.003675924840814094,70.1875,5.3457781239030115,54.0,84.0,69.21875,71.3125,2.09375,1.0145962732919251,0.017016289698816363,116.275,5.240407903970835,104.0,129.0,114.53125,117.40625,2.875,2.784782608695651,0.04670494941208641,174.94375,6.913977577162078,157.0,192.0,173.84375,175.9375,2.09375,2.641071428571427,0.044294699011680136,373.3125,9.750120191566872,353.0,397.0,368.9375,375.34375,6.40625,7.391459627329189,0.12396577991327787,160
pair_3069_binder,Binder,19.01875,2.513642464134468,11.0,26.0,19.65625,19.5625,-0.09375,0.23641304347826111,0.003964998632759091,65.1,4.822084611451773,53.0,79.0,66.25,64.53125,-1.71875,-0.1989130434782607,-0.003336067815149024,110.41875,5.7602863155836275,92.0,127.0,111.9375,109.875,-2.0625,0.4977484472049688,0.008347982343060268,164.825,7.467889594791823,146.0,187.0,167.9375,162.71875,-5.21875,-3.2934782608695645,-0.055236532677057686,346.94375,10.46855223693802,320.0,380.0,349.4375,345.3125,-4.125,-0.5243012422360263,-0.008793312238759331,160
pair_3070_binder,Binder,17.00625,2.798430084440203,10.0,24.0,18.6875,15.46875,-3.21875,-4.700543478260869,-0.07883511074651352,62.46875,5.993665275730702,46.0,76.0,65.1875,58.5625,-6.625,-8.714673913043477,-0.14615805304894722,104.60625,7.079986648115941,87.0,124.0,107.09375,98.8125,-8.28125,-12.329114906832295,-0.20677760850033203,159.95625,9.290685439594863,140.0,187.0,162.75,151.09375,-11.65625,-16.236102484472045,-0.27230360560959416,347.49375,13.611574520881117,317.0,385.0,352.34375,334.5,-17.84375,-22.854270186335377,-0.3833001289112856,160
pair_3074_binder,Binder,17.875,2.649882072847771,12.0,25.0,17.03125,19.6875,2.65625,3.4094720496894415,0.05718192116879566,66.8875,5.192527684086047,53.0,78.0,65.46875,70.53125,5.0625,5.07531055900621,0.08512051252002031,113.71875,6.208030962994627,96.0,131.0,110.59375,119.28125,8.6875,10.070729813664592,0.16890112895034962,169.35,7.566538178057388,152.0,190.0,168.71875,176.46875,7.75,8.478260869565215,0.14219305441618812,362.95625,11.052910745025493,334.0,395.0,360.28125,369.78125,9.5,9.545263975155274,0.16008828469862102,160
pair_3092_binder,Binder,18.26875,2.8629571141566195,11.0,25.0,20.25,16.28125,-3.96875,-4.296195652173912,-0.07205359584358764,68.3375,6.358938099242671,52.0,93.0,73.34375,64.5625,-8.78125,-10.384472049689435,-0.17416305324426737,115.41875,8.55458347539493,96.0,146.0,120.78125,108.625,-12.15625,-16.360947204968934,-0.27439743739989836,173.075,11.799126026956403,147.0,214.0,180.5625,161.90625,-18.65625,-25.471118012422345,-0.4271885620532053,363.21875,18.361873500204165,322.0,427.0,371.9375,346.875,-25.0625,-36.822437888198735,-0.6175670924645494,160
pair_3098_binder,Binder,19.68125,2.780224530051485,13.0,28.0,22.21875,18.75,-3.46875,-3.3659161490683225,-0.056451423883745494,71.45625,5.652263788739871,60.0,85.0,74.625,68.03125,-6.59375,-6.347282608695649,-0.1064533770850424,118.3875,8.029622889650547,101.0,139.0,125.0,111.6875,-13.3125,-15.036801242236011,-0.2521895386538537,177.1375,9.593935258797611,153.0,205.0,186.0625,169.03125,-17.03125,-16.922981366459624,-0.2838235868588616,370.7625,14.651573081072218,338.0,411.0,382.1875,357.40625,-24.78125,-26.252329192546572,-0.4402906363529827,160
pair_3059_nb,False Positive,19.96875,3.4249486766227606,12.0,30.0,18.9375,24.25,5.3125,4.143400621118011,0.06949099574202118,68.725,6.936272413912245,54.0,86.0,65.3125,77.6875,12.375,10.234006211180123,0.17163951716863943,114.1375,8.7124103295242,98.0,140.0,110.0625,126.59375,16.53125,12.282763975155277,0.20600023438415563,168.54375,10.50764416686728,141.0,197.0,164.0,183.5625,19.5625,13.932065217391301,0.23366147115121688,351.6,15.546784233403383,311.0,398.0,346.875,371.96875,25.09375,16.942546583850927,0.2841517246767452,160
pair_3062_binder,Binder,16.59375,2.545331203890763,11.0,25.0,16.1875,18.96875,2.78125,3.7558229813664585,0.06299074182585257,61.71875,5.6260242123101465,45.0,76.0,60.625,65.34375,4.71875,6.535015527950305,0.10960193757568655,103.3625,7.207190419990304,87.0,125.0,102.0625,111.1875,9.125,12.720186335403717,0.21333645845540836,156.35625,8.71374408262602,130.0,182.0,154.34375,166.0,11.65625,15.112499999999995,0.25345911949685535,337.51875,14.700328174483044,298.0,388.0,336.21875,351.90625,15.6875,22.865916149068315,0.3834954490409782,160
pair_3063_binder,Binder,21.9625,2.609807224681547,17.0,29.0,20.90625,22.71875,1.8125,2.0468944099378876,0.03432946599476544,75.78125,5.153484106650567,62.0,93.0,75.9375,79.3125,3.375,3.4805124223602473,0.058373373959920316,127.1625,6.207744658891826,111.0,146.0,129.125,130.21875,1.09375,2.2406832298136643,0.03757959295284972,187.26875,7.7650836078885845,169.0,210.0,187.34375,191.78125,4.4375,5.381599378881985,0.0902574319309348,390.1125,10.955585048275605,364.0,417.0,393.25,392.9375,-0.3125,2.414906832298135,0.04050158209305052,160
pair_3066_binder,Binder,17.95625,2.7779193540309985,11.0,27.0,16.03125,18.53125,2.5,3.64169254658385,0.06107660455486544,66.4,6.772370338367506,48.0,82.0,60.71875,68.5,7.78125,8.284006211180122,0.1389351146529161,111.075,8.69809605603433,88.0,136.0,101.0625,114.65625,13.59375,14.88959627329191,0.24972069221453966,166.85,10.601414999895061,137.0,193.0,154.96875,171.28125,16.3125,17.23462732919254,0.28905035352943464,358.50625,14.279792048118207,325.0,399.0,345.8125,362.71875,16.90625,16.11917701863354,0.27034259150748075,160
pair_3067_binder,Binder,22.225,3.2014645086272626,14.0,32.0,22.75,21.0,-1.75,-0.8259316770186332,-0.013852103597796789,77.58125,5.993196011937203,62.0,94.0,76.375,77.46875,1.09375,2.887034161490682,0.04841986015078718,128.6,6.320799000126487,115.0,143.0,126.71875,130.46875,3.75,5.781987577639747,0.09697253798976525,187.875,8.065939188959957,168.0,212.0,185.90625,188.0,2.09375,3.7616459627329153,0.06308840189069885,382.625,11.50366789332863,353.0,423.0,384.0625,377.9375,-6.125,-6.147204968944098,-0.10309777725692411,160
pair_3068_binder,Binder,19.7625,2.903634575837669,11.0,29.0,20.21875,18.96875,-1.25,-1.8810559006211172,-0.031548107347943284,75.5625,6.08244143005093,61.0,89.0,76.15625,74.8125,-1.34375,-0.4551242236024842,-0.007633110668385484,125.5,7.459892760623306,106.0,143.0,124.34375,125.46875,1.125,4.008540372670805,0.06722918864018125,184.9125,10.144818566637849,159.0,214.0,182.59375,187.75,5.15625,9.66801242236024,0.16214695886558073,376.175,14.572469763221333,336.0,414.0,373.21875,380.34375,7.125,13.936956521739118,0.23374350560568766,160
pair_3071_binder,Binder,15.55625,2.29059728837262,9.0,20.0,16.5625,15.71875,-0.84375,-0.8033385093167698,-0.013473182546193205,61.05,5.3312756447214396,50.0,77.0,61.25,61.59375,0.34375,-0.5813664596273288,-0.009750380874252902,102.8125,6.42085226040905,89.0,124.0,102.875,102.40625,-0.46875,-1.6686335403726689,-0.027985468182350877,155.44375,7.717469529418305,136.0,178.0,155.65625,154.0625,-1.59375,-3.018400621118011,-0.05062307121371929,337.275,11.51083728492415,304.0,366.0,338.34375,334.9375,-3.40625,-6.831055900621114,-0.11456697527247157,160
